# Time: 0.0487
# x, y, density, x-velocity, y-velocity, pressure
-0.000000000000, -0.000000000000, 0.90811296, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.010101010101, 0.91833908, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.020202020202, 0.92859238, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.030303030303, 0.93884773, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.040404040404, 0.94914472, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.050505050505, 0.95957483, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.060606060606, 0.97024593, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.070707070707, 0.98123930, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.080808080808, 0.99257877, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.090909090909, 1.00422418, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.101010101010, 1.01608713, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.111111111111, 1.02805705, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.121212121212, 1.04002435, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.131313131313, 1.05189354, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.141414141414, 1.06358620, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.151515151515, 1.07503822, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.161616161616, 1.08619512, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.171717171717, 1.09700827, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.181818181818, 1.10743260, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.191919191919, 1.11742543, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.202020202020, 1.12694615, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.212121212121, 1.13595615, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.222222222222, 1.14441888, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.232323232323, 1.15230004, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.242424242424, 1.15956768, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.252525252525, 1.16619235, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.262626262626, 1.17214719, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.272727272727, 1.17740806, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.282828282828, 1.18195364, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.292929292929, 1.18576551, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.303030303030, 1.18882823, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.313131313131, 1.19112937, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.323232323232, 1.19265961, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.333333333333, 1.19341273, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.343434343434, 1.19338570, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.353535353535, 1.19257874, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.363636363636, 1.19099524, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.373737373737, 1.18864174, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.383838383838, 1.18552787, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.393939393939, 1.18166635, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.404040404040, 1.17707291, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.414141414141, 1.17176627, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.424242424242, 1.16576801, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.434343434343, 1.15910249, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.444444444444, 1.15179681, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.454545454545, 1.14388063, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.464646464646, 1.13538608, 1.00000000, 1.00000000, 1.00000000
