# Time: 0.0198
# x, y, density, x-velocity, y-velocity, pressure
-0.000000000000, -0.000000000000, 0.97028750, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.010101010101, 0.98050282, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.020202020202, 0.99052288, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.030303030303, 1.00089885, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.040404040404, 1.01196449, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.050505050505, 1.02367275, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.060606060606, 1.03574489, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.070707070707, 1.04789461, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.080808080808, 1.05993135, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.090909090909, 1.07174862, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.101010101010, 1.08328171, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.111111111111, 1.09448042, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.121212121212, 1.10529900, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.131313131313, 1.11569370, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.141414141414, 1.12562256, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.151515151515, 1.13504548, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.161616161616, 1.14392442, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.171717171717, 1.15222354, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.181818181818, 1.15990934, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.191919191919, 1.16695080, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.202020202020, 1.17331950, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.212121212121, 1.17898977, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.222222222222, 1.18393873, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.232323232323, 1.18814643, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.242424242424, 1.19159591, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.252525252525, 1.19427328, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.262626262626, 1.19616775, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.272727272727, 1.19727169, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.282828282828, 1.19758064, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.292929292929, 1.19709342, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.303030303030, 1.19581214, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.313131313131, 1.19374204, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.323232323232, 1.19089156, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.333333333333, 1.18727228, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.343434343434, 1.18289886, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.353535353535, 1.17778902, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.363636363636, 1.17196345, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.373737373737, 1.16544570, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.383838383838, 1.15826215, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.393939393939, 1.15044181, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.404040404040, 1.14201631, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.414141414141, 1.13301966, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.424242424242, 1.12348822, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.434343434343, 1.11346045, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.444444444444, 1.10297684, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.454545454545, 1.09207969, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.464646464646, 1.08081296, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.474747474747, 1.06922208, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.484848484848, 1.05735378, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.494949494949, 1.04525591, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.505050505051, 1.03297720, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.515151515152, 1.02056711, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.525252525253, 1.00807562, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.535353535354, 0.99555300, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.545454545455, 0.98304966, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.555555555556, 0.97061588, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.565656565657, 0.95830166, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.575757575758, 0.94615651, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.585858585859, 0.93422922, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.595959595960, 0.92256771, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.606060606061, 0.91121880, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.616161616162, 0.90022805, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.626262626263, 0.88963955, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.636363636364, 0.87949578, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.646464646465, 0.86983743, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.656565656566, 0.86070320, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.666666666667, 0.85212973, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.676767676768, 0.84415136, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.686868686869, 0.83680006, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.696969696970, 0.83010531, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.707070707071, 0.82409392, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.717171717172, 0.81879001, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.727272727273, 0.81421484, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.737373737374, 0.81038678, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.747474747475, 0.80732123, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.757575757576, 0.80503054, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.767676767677, 0.80352403, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.777777777778, 0.80280786, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.787878787879, 0.80288504, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.797979797980, 0.80375525, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.808080808081, 0.80541504, 1.00000000, 1.00000000, 1.00000000
