# Time: 0.0411
# x, y, density, x-velocity, y-velocity, pressure
-0.000000000000, -0.000000000000, 0.92376493, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.010101010101, 0.93429787, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.020202020202, 0.94473706, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.030303030303, 0.95511208, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.040404040404, 0.96553734, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.050505050505, 0.97616677, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.060606060606, 0.98712758, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.070707070707, 0.99846870, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.080808080808, 1.01014846, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.090909090909, 1.02205965, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.101010101010, 1.03406982, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.111111111111, 1.04605412, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.121212121212, 1.05791047, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.131313131313, 1.06955992, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.141414141414, 1.08094024, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.151515151515, 1.09199908, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.161616161616, 1.10268943, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.171717171717, 1.11296732, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.181818181818, 1.12279096, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.191919191919, 1.13212052, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.202020202020, 1.14091822, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.212121212121, 1.14914844, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.222222222222, 1.15677785, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.232323232323, 1.16377557, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.242424242424, 1.17011326, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.252525252525, 1.17576526, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.262626262626, 1.18070872, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.272727272727, 1.18492361, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.282828282828, 1.18839290, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.292929292929, 1.19110253, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.303030303030, 1.19304156, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.313131313131, 1.19420212, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.323232323232, 1.19457952, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.333333333333, 1.19417230, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.343434343434, 1.19298223, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.353535353535, 1.19101425, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.363636363636, 1.18827644, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.373737373737, 1.18477997, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.383838383838, 1.18053909, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.393939393939, 1.17557104, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.404040404040, 1.16989603, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.414141414141, 1.16353708, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.424242424242, 1.15652002, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.434343434343, 1.14887330, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.444444444444, 1.14062793, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.454545454545, 1.13181734, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.464646464646, 1.12247721, 1.00000000, 1.00000000, 1.00000000
-0.000000000000, 0.474747474747, 1.11264536, 1.00000000, 1.00000000, 1.00000000
